original_query_id,query_text,expected_answer,benchmark_type,source_file,temporal_strategy,pushdown_strategy,stitch_strategy,cache_mode,avg_time_ms,individual_run_times_ms,verification_status,stderr_output,stdout_output
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,none,none,cold,51.77733333333333,58.890;52.180;44.262,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,none,optimized,cold,37.624,39.466;36.194;37.212,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,optimized,none,cold,47.93333333333334,48.479;47.519;47.802,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,optimized,optimized,cold,36.19566666666666,36.348;35.488;36.751,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,nash,none,none,cold,40.45733333333333,42.271;39.658;39.443,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,nash,none,optimized,cold,30.494,30.637;32.502;28.343,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,nash,optimized,none,cold,38.772999999999996,40.568;37.434;38.317,SKIPPED,,
q1,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Republican Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,nash,optimized,optimized,cold,33.651,35.251;36.958;28.744,SKIPPED,,
q2,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Democratic Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('inflation') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,none,none,cold,43.684333333333335,50.975;40.054;40.024,SKIPPED,,
q2,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN ( SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states') AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE ) ALIAS q2 ON q1.date = q2.date JOIN ( SELECT president FROM wiki WHERE CONTAINS('president') AND CONTAINS('Democratic Presidential nomination') AND NER(PERSON) BIND president GROUP BY president GRANULARITY SENTENCE ) ALIAS q3 ON q2.president = q3.president WHERE CONTAINS('inflation') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,3HOP,3hop.txt,naive,none,optimized,cold,37.477666666666664,39.934;35.327;37.172,SKIPPED,,
