original_query_id,query_text,expected_answer,benchmark_type,source_file,temporal_strategy,pushdown_strategy,stitch_strategy,cache_mode,avg_time_ms,individual_run_times_ms,verification_status,stderr_output,stdout_output
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,none,cold,56.73866666666667,59.199;54.790;56.227,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,optimized,cold,20.359333333333336,23.481;18.401;19.196,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,none,cold,59.26,57.528;58.420;61.832,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,optimized,cold,21.405,24.421;20.145;19.649,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,none,cold,48.58466666666667,49.051;48.737;47.966,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,optimized,cold,18.93766666666667,18.886;19.826;18.101,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,none,cold,69.62833333333333,102.683;52.251;53.951,SKIPPED,,
q1,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,optimized,cold,20.166,22.668;18.465;19.365,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,none,cold,42.73833333333334,44.754;42.197;41.264,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,optimized,cold,17.089666666666666,16.774;17.877;16.618,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,none,cold,42.706999999999994,45.498;42.431;40.192,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,optimized,cold,17.546666666666667,18.243;17.736;16.661,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,none,cold,38.96666666666667,41.708;37.090;38.102,SKIPPED,,
